ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1426617_a_at	1	6.41e-01	4.94e-01	-6.754335	5.92e-01	Ttyh1	tweety family member 1
1420379_at	1	6.42e-01	-4.94e-01	-6.754414	-4.83e-01	Slco1a1	solute carrier organic anion transporter family, member 1a1
1457581_at	1	6.42e-01	4.94e-01	-6.754459	3.33e-01	Ubxn10	UBX domain protein 10
1419411_at	1	6.42e-01	-4.94e-01	-6.754469	-6.56e-01	Tac2	tachykinin 2
1459864_at	1	6.42e-01	4.94e-01	-6.754483	3.47e-01	Gpr146	G protein-coupled receptor 146
1438059_at	1	6.42e-01	-4.94e-01	-6.754573	-4.46e-01	Ctxn3	cortexin 3
1445135_at	1	6.42e-01	-4.94e-01	-6.754583	-8.93e-02		
1437349_at	1	6.42e-01	4.94e-01	-6.754592	6.72e-02	Ckap5	cytoskeleton associated protein 5
1441139_at	1	6.42e-01	4.94e-01	-6.754602	7.58e-02	Gm10336	predicted gene 10336
1432532_at	1	6.42e-01	-4.94e-01	-6.75461	-6.31e-01	0610025J13Rik	RIKEN cDNA 0610025J13 gene
1456641_at	1	6.42e-01	-4.94e-01	-6.754647	-6.00e-02	Smim1	small integral membrane protein 1
1445212_at	1	6.42e-01	-4.93e-01	-6.754748	-1.13e-01		
1448610_a_at	1	6.42e-01	-4.93e-01	-6.754751	-4.90e-02	Sod2	superoxide dismutase 2, mitochondrial
1443179_at	1	6.42e-01	-4.93e-01	-6.7548	-1.65e-01		
1435221_at	1	6.42e-01	4.93e-01	-6.754805	4.19e-02	Foxp1	forkhead box P1
1459556_at	1	6.42e-01	4.93e-01	-6.754806	2.85e-01		
1447607_at	1	6.42e-01	-4.93e-01	-6.754824	-1.88e-01		
1431589_at	1	6.42e-01	4.93e-01	-6.754838	5.76e-01	Hydin	HYDIN, axonemal central pair apparatus protein
1424148_a_at	1	6.42e-01	4.93e-01	-6.754853	4.31e-01	Stap2	signal transducing adaptor family member 2
1422687_at	1	6.42e-01	-4.93e-01	-6.754867	-4.86e-02	Nras	neuroblastoma ras oncogene
1445599_at	1	6.42e-01	-4.93e-01	-6.754873	-1.64e-01	Fndc7	fibronectin type III domain containing 7
1444339_at	1	6.42e-01	-4.93e-01	-6.754879	-6.66e-01		
1430743_at	1	6.42e-01	4.93e-01	-6.75489	2.52e-01	AW046200	expressed sequence AW046200
1442887_at	1	6.42e-01	-4.93e-01	-6.754949	-2.46e-01	Lypd1	Ly6/Plaur domain containing 1
1452528_a_at	1	6.42e-01	4.93e-01	-6.754966	2.77e-01	Nkx2-3	NK2 homeobox 3
1422105_at	1	6.42e-01	4.93e-01	-6.754966	4.95e-01	Cd3e	CD3 antigen, epsilon polypeptide
1454778_x_at	1	6.42e-01	-4.93e-01	-6.75497	-4.11e-02	Rps28	ribosomal protein S28
1443068_at	1	6.42e-01	-4.93e-01	-6.754983	-5.94e-02	D130084N16Rik	RIKEN cDNA D130084N16 gene
1438729_at	1	6.42e-01	4.93e-01	-6.754988	7.59e-01	Sox1	SRY (sex determining region Y)-box 1
1450109_s_at	1	6.42e-01	4.93e-01	-6.754991	1.95e-01	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2
1445300_at	1	6.42e-01	-4.93e-01	-6.75503	-2.21e-01		
1416005_at	1	6.42e-01	4.93e-01	-6.755038	5.60e-02	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1
1459589_at	1	6.42e-01	-4.93e-01	-6.755048	-6.13e-01	Cryl1	crystallin, lambda 1
1431808_a_at	1	6.42e-01	-4.93e-01	-6.755058	-3.54e-01	Itih4	inter alpha-trypsin inhibitor, heavy chain 4
1449084_s_at	1	6.42e-01	-4.93e-01	-6.755087	-4.19e-02	Sh3d19	SH3 domain protein D19
1440025_at	1	6.42e-01	4.93e-01	-6.755107	1.48e-01	Kptn	kaptin
1424563_at	1	6.42e-01	4.93e-01	-6.75516	5.51e-01	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4
1416359_at	1	6.42e-01	4.93e-01	-6.755177	5.39e-02	Snx18	sorting nexin 18
1429076_a_at	1	6.43e-01	-4.93e-01	-6.755221	-5.29e-01	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2
1425107_a_at	1	6.43e-01	4.93e-01	-6.755239	1.14e-01	Lifr	leukemia inhibitory factor receptor
1447469_at	1	6.43e-01	-4.93e-01	-6.755281	-1.10e-01	Ccdc66	coiled-coil domain containing 66
1441067_at	1	6.43e-01	4.92e-01	-6.755405	1.87e-01		
1455043_at	1	6.43e-01	-4.92e-01	-6.755406	-6.31e-02	Tnpo1	transportin 1
1416789_at	1	6.43e-01	4.92e-01	-6.755437	4.70e-02	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma
1441319_at	1	6.43e-01	4.92e-01	-6.755517	6.54e-02	Rbm5	RNA binding motif protein 5
1451155_at	1	6.43e-01	-4.92e-01	-6.755523	-9.23e-02	Celf2	CUGBP, Elav-like family member 2
1453970_at	1	6.43e-01	4.92e-01	-6.755562	3.34e-01	Abca12	ATP-binding cassette, sub-family A (ABC1), member 12
1456532_at	1	6.43e-01	-4.92e-01	-6.755571	-9.74e-02	Pdgfd	platelet-derived growth factor, D polypeptide
1448335_s_at	1	6.43e-01	-4.92e-01	-6.755606	-6.24e-02	Ccni	cyclin I
1436508_at	1	6.43e-01	4.92e-01	-6.755652	5.80e-02	Mlec	malectin
1420530_at	1	6.43e-01	4.92e-01	-6.755671	6.21e-01	Dpf1	D4, zinc and double PHD fingers family 1
1449051_at	1	6.43e-01	4.92e-01	-6.755707	2.24e-01	Ppara	peroxisome proliferator activated receptor alpha
1441018_at	1	6.43e-01	-4.92e-01	-6.75571	-6.15e-02	Usp24	ubiquitin specific peptidase 24
1452136_at	1	6.43e-01	-4.92e-01	-6.755724	-2.83e-01	Slc5a9	solute carrier family 5 (sodium/glucose cotransporter), member 9
1455746_at	1	6.43e-01	4.92e-01	-6.755725	6.48e-02	Kif13a	kinesin family member 13A
1438941_x_at	1	6.43e-01	4.92e-01	-6.75573	7.00e-02	Ampd2	adenosine monophosphate deaminase 2
1451471_at	1	6.43e-01	4.92e-01	-6.755742	1.42e-01	Ears2	glutamyl-tRNA synthetase 2, mitochondrial
1441792_at	1	6.43e-01	4.92e-01	-6.755773	9.40e-02	Zfp945	zinc finger protein 945
1435621_at	1	6.43e-01	-4.92e-01	-6.755774	-1.02e-01	Far2	fatty acyl CoA reductase 2
1435282_at	1	6.43e-01	-4.91e-01	-6.755874	-2.53e-01	Fam189a2	family with sequence similarity 189, member A2
1460194_at	1	6.43e-01	-4.91e-01	-6.7559	-5.69e-02	Phyh	phytanoyl-CoA hydroxylase
1441532_at	1	6.43e-01	4.91e-01	-6.755938	7.06e-01		
1438530_at	1	6.43e-01	-4.91e-01	-6.755953	-1.62e-01	Tfpi	tissue factor pathway inhibitor
1432899_at	1	6.43e-01	-4.91e-01	-6.755956	-1.11e-01	4833408G04Rik	RIKEN cDNA 4833408G04 gene
1447657_s_at	1	6.44e-01	4.91e-01	-6.756039	1.99e-01	Synpo2l	synaptopodin 2-like
1428922_at	1	6.44e-01	4.91e-01	-6.756044	1.63e-01	Tril	TLR4 interactor with leucine-rich repeats
1428461_at	1	6.44e-01	-4.91e-01	-6.756052	-5.87e-02	Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon
1453641_at	1	6.44e-01	-4.91e-01	-6.756061	-5.03e-01	Bcas1	breast carcinoma amplified sequence 1
1457362_at	1	6.44e-01	-4.91e-01	-6.756063	-1.98e-01		
1423721_at	1	6.44e-01	-4.91e-01	-6.756083	-4.41e-02	Tpm1	tropomyosin 1, alpha
1430234_at	1	6.44e-01	-4.91e-01	-6.756084	-5.08e-01	Arl14	ADP-ribosylation factor-like 14
1431789_s_at	1	6.44e-01	-4.91e-01	-6.756104	-7.21e-02	Tmed5	transmembrane emp24 protein transport domain containing 5
1452376_at	1	6.44e-01	-4.91e-01	-6.75612	-1.65e-01	Zfp444	zinc finger protein 444
1455573_at	1	6.44e-01	-4.91e-01	-6.756155	-4.63e-01	Krt14	keratin 14
1417563_at	1	6.44e-01	-4.91e-01	-6.756158	-1.50e-01	Eif4ebp1	eukaryotic translation initiation factor 4E binding protein 1
1439882_at	1	6.44e-01	-4.91e-01	-6.75616	-6.75e-02	Sec23ip	Sec23 interacting protein
1439934_at	1	6.44e-01	-4.91e-01	-6.756166	-4.87e-01	Slc30a10	solute carrier family 30, member 10
1424949_at	1	6.44e-01	4.91e-01	-6.756182	7.31e-02	Huwe1	HECT, UBA and WWE domain containing 1
1441810_at	1	6.44e-01	4.91e-01	-6.756208	8.85e-02		
1456910_at	1	6.44e-01	-4.91e-01	-6.756239	-1.03e-01		
1418793_at	1	6.44e-01	-4.91e-01	-6.756251	-4.84e-02	Idua	iduronidase, alpha-L-
1434348_at	1	6.44e-01	4.91e-01	-6.756253	5.57e-02	Fez2	fasciculation and elongation protein zeta 2 (zygin II)
1430323_at	1	6.44e-01	-4.91e-01	-6.756263	-3.63e-01	LOC101056186///1700049E17Rik2///1700049E17Rik1///Gm7233	uncharacterized LOC101056186///tandem duplication of RIKEN cDNA 1700049E17 gene, gene 2///RIKEN cDNA 1700049E17 gene, gene 1///predicted gene 7233
1425007_at	1	6.44e-01	4.91e-01	-6.756315	9.15e-02	Zfp566	zinc finger protein 566
1455278_at	1	6.44e-01	4.91e-01	-6.756321	6.81e-02	Wdr37	WD repeat domain 37
1443133_at	1	6.44e-01	4.91e-01	-6.756342	4.93e-01	A230070E04Rik	RIKEN cDNA A230070E04 gene
1453898_at	1	6.44e-01	-4.91e-01	-6.756346	-1.10e-01	Nmrk2	nicotinamide riboside kinase 2
1442416_at	1	6.44e-01	4.91e-01	-6.756355	7.99e-02	D930001B02	uncharacterized protein D930001B02
1427107_at	1	6.44e-01	4.90e-01	-6.756458	3.10e-01	Slc16a11	solute carrier family 16 (monocarboxylic acid transporters), member 11
1448967_at	1	6.44e-01	-4.90e-01	-6.756461	-6.02e-02	Nipsnap3b	nipsnap homolog 3B (C. elegans)
1441296_at	1	6.44e-01	4.90e-01	-6.756473	4.65e-01		
1443806_x_at	1	6.44e-01	-4.90e-01	-6.756487	-8.31e-01		
1422167_at	1	6.44e-01	-4.90e-01	-6.756496	-5.00e-01	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A
1426614_at	1	6.44e-01	-4.90e-01	-6.756496	-4.97e-02	Zmynd8	zinc finger, MYND-type containing 8
1435794_at	1	6.44e-01	4.90e-01	-6.7565	6.03e-02	5031425E22Rik	RIKEN cDNA 5031425E22 gene
1448027_at	1	6.44e-01	4.90e-01	-6.756501	4.18e-02	Ncoa3	nuclear receptor coactivator 3
1450162_at	1	6.44e-01	-4.90e-01	-6.756512	-5.10e-01	Dpf3	D4, zinc and double PHD fingers, family 3
1457906_at	1	6.44e-01	-4.90e-01	-6.756631	-2.89e-01	Tti2	TELO2 interacting protein 2
1437834_s_at	1	6.44e-01	-4.90e-01	-6.756668	-2.76e-01	Pacsin3	protein kinase C and casein kinase substrate in neurons 3
1448882_at	1	6.44e-01	-4.90e-01	-6.756718	-5.38e-02	Emc6	ER membrane protein complex subunit 6
1433204_at	1	6.44e-01	-4.90e-01	-6.756729	-1.04e-01	Ndfip2	Nedd4 family interacting protein 2
1458717_at	1	6.44e-01	-4.90e-01	-6.756751	-1.71e-01	LOC102635234	uncharacterized LOC102635234
1417613_at	1	6.44e-01	-4.90e-01	-6.756752	-3.51e-01	Ier5	immediate early response 5
1430060_at	1	6.44e-01	-4.90e-01	-6.75678	-5.99e-01	1700034G24Rik	RIKEN cDNA 1700034G24 gene
1416121_at	1	6.44e-01	4.90e-01	-6.7568	4.70e-01	Lox	lysyl oxidase
1456920_at	1	6.44e-01	-4.90e-01	-6.756804	-2.42e-01		
1455876_at	1	6.44e-01	-4.90e-01	-6.75681	-5.43e-02	Slc4a7	solute carrier family 4, sodium bicarbonate cotransporter, member 7
1435870_at	1	6.44e-01	-4.90e-01	-6.75681	-5.62e-02	Chpt1	choline phosphotransferase 1
1423178_at	1	6.45e-01	4.90e-01	-6.756874	1.64e-01	Abi1	abl-interactor 1
1417178_at	1	6.45e-01	-4.90e-01	-6.756876	-1.92e-01	Gipc2	GIPC PDZ domain containing family, member 2
1429564_at	1	6.45e-01	4.90e-01	-6.756928	9.27e-02	Pcgf5	polycomb group ring finger 5
1451711_at	1	6.45e-01	4.89e-01	-6.756969	5.75e-01	Wnt9b	wingless-type MMTV integration site family, member 9B
1456342_at	1	6.45e-01	-4.89e-01	-6.756988	-3.35e-01	Pax6	paired box 6
1456894_at	1	6.45e-01	4.89e-01	-6.757021	3.10e-01	Elmsan1	ELM2 and Myb/SANT-like domain containing 1
1415880_a_at	1	6.45e-01	-4.89e-01	-6.757067	-4.23e-02	Lamp1	lysosomal-associated membrane protein 1
1422176_at	1	6.45e-01	4.89e-01	-6.757095	2.62e-01	Fgf23	fibroblast growth factor 23
1449742_at	1	6.45e-01	4.89e-01	-6.757109	9.45e-02	AA522020	expressed sequence AA522020
1453245_at	1	6.45e-01	4.89e-01	-6.757116	7.06e-01	9130024F11Rik	RIKEN cDNA 9130024F11 gene
1430208_at	1	6.45e-01	4.89e-01	-6.757147	2.00e-01	Krt42	keratin 42
1422238_at	1	6.45e-01	4.89e-01	-6.757166	4.64e-02		
1440867_at	1	6.45e-01	4.89e-01	-6.757183	1.42e-01	Spry4	sprouty homolog 4 (Drosophila)
1422726_x_at	1	6.45e-01	-4.89e-01	-6.757187	-1.17e-01	Speer4a	spermatogenesis associated glutamate (E)-rich protein 4A
1451258_at	1	6.45e-01	-4.89e-01	-6.757228	-4.04e-01	Psca	prostate stem cell antigen
1445243_at	1	6.45e-01	-4.89e-01	-6.757247	-2.74e-01	D10Ertd533e	DNA segment, Chr 10, ERATO Doi 533, expressed
1439051_a_at	1	6.45e-01	-4.89e-01	-6.757268	-1.70e-01	Mark4	MAP/microtubule affinity regulating kinase 4
1440506_at	1	6.45e-01	-4.89e-01	-6.75727	-3.48e-01		
1452009_at	1	6.45e-01	-4.89e-01	-6.75727	-4.33e-02	Ttc39b	tetratricopeptide repeat domain 39B
1459304_at	1	6.45e-01	-4.89e-01	-6.757302	-2.15e-01	A730054J21Rik	RIKEN cDNA A730054J21 gene
1429060_at	1	6.45e-01	4.89e-01	-6.75741	4.89e-02	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)
1447865_x_at	1	6.45e-01	4.89e-01	-6.757461	2.11e-01	Pdzd11	PDZ domain containing 11
1438685_at	1	6.45e-01	-4.89e-01	-6.757464	-4.72e-02	Gm12942///Zmym6	predicted gene 12942///zinc finger, MYM-type 6
1444776_at	1	6.45e-01	-4.89e-01	-6.757476	-1.98e-01	2700005E23Rik	RIKEN cDNA 2700005E23 gene
1435314_at	1	6.45e-01	-4.89e-01	-6.757494	-3.38e-01	Tph2	tryptophan hydroxylase 2
1447446_at	1	6.45e-01	4.88e-01	-6.757549	5.61e-01		
1449291_a_at	1	6.45e-01	4.88e-01	-6.757555	3.36e-01	Dcbld1	discoidin, CUB and LCCL domain containing 1
1426159_x_at	1	6.45e-01	-4.88e-01	-6.75759	-1.90e-01	Tcrb-J	T cell receptor beta, joining region
1458034_at	1	6.45e-01	4.88e-01	-6.757608	8.84e-02		
1453491_at	1	6.45e-01	4.88e-01	-6.757611	1.21e-01	Pyroxd2	pyridine nucleotide-disulphide oxidoreductase domain 2
1419405_at	1	6.45e-01	4.88e-01	-6.757632	6.54e-02	Nmb	neuromedin B
1441757_at	1	6.45e-01	-4.88e-01	-6.757642	-1.67e-01	Lockd	lncRNA downstream of Cdkn1b
1431536_at	1	6.45e-01	4.88e-01	-6.7577	6.37e-01	4933432K03Rik	RIKEN cDNA 4933432K03 gene
1424513_at	1	6.46e-01	4.88e-01	-6.757742	6.38e-02	Atp6v0a2	ATPase, H+ transporting, lysosomal V0 subunit A2
1441228_at	1	6.46e-01	4.88e-01	-6.757761	7.38e-02	Apold1	apolipoprotein L domain containing 1
1420416_at	1	6.46e-01	-4.88e-01	-6.75786	-6.59e-01	Sema3a	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
1437193_s_at	1	6.46e-01	4.88e-01	-6.757862	5.12e-02	Snrpb	small nuclear ribonucleoprotein B
1416245_at	1	6.46e-01	-4.88e-01	-6.757944	-6.57e-02	Aurkaip1	aurora kinase A interacting protein 1
1425596_at	1	6.46e-01	4.88e-01	-6.757974	6.34e-01	Mfsd4b1	major facilitator superfamily domain containing 4B1
1456072_at	1	6.46e-01	4.88e-01	-6.75803	2.39e-01	Ppp1r9a	protein phosphatase 1, regulatory (inhibitor) subunit 9A
1438005_at	1	6.46e-01	-4.87e-01	-6.758066	-7.83e-02	Slc25a40	solute carrier family 25, member 40
1447630_x_at	1	6.46e-01	-4.87e-01	-6.758105	-7.45e-01	Gnb5	guanine nucleotide binding protein (G protein), beta 5
1424183_at	1	6.46e-01	-4.87e-01	-6.758152	-6.12e-02	Acat1	acetyl-Coenzyme A acetyltransferase 1
1444610_at	1	6.46e-01	4.87e-01	-6.758159	1.65e-01		
1442523_at	1	6.46e-01	-4.87e-01	-6.758219	-1.97e-01	Gm5124	nucleolar and coiled-body phosphoprotein 1 pseudogene
1455094_s_at	1	6.46e-01	4.87e-01	-6.758222	6.37e-02	Ube2g1	ubiquitin-conjugating enzyme E2G 1
1434862_at	1	6.46e-01	-4.87e-01	-6.75824	-1.32e-01	Fut2	fucosyltransferase 2
1454545_at	1	6.46e-01	-4.87e-01	-6.75828	-4.42e-01	4933403L11Rik	RIKEN cDNA 4933403L11 gene
1423180_at	1	6.46e-01	-4.87e-01	-6.758287	-4.55e-01	Kcnb1	potassium voltage gated channel, Shab-related subfamily, member 1
1454118_at	1	6.46e-01	-4.87e-01	-6.758313	-6.57e-01	Gm30214///5830410O09Rik	predicted gene, 30214///RIKEN cDNA 5830410O09 gene
1428347_at	1	6.46e-01	4.87e-01	-6.758327	5.20e-02	Cyfip2	cytoplasmic FMR1 interacting protein 2
1435867_at	1	6.46e-01	-4.87e-01	-6.758329	-5.93e-02	Kdm7a	lysine (K)-specific demethylase 7A
1441783_at	1	6.46e-01	4.87e-01	-6.758338	1.20e-01	2410022M11Rik	RIKEN cDNA 2410022M11 gene
1440587_at	1	6.46e-01	-4.87e-01	-6.758392	-1.20e-01		
1451622_at	1	6.46e-01	-4.87e-01	-6.758402	-4.29e-02	Lmbrd1	LMBR1 domain containing 1
1436384_at	1	6.46e-01	-4.87e-01	-6.758409	-1.04e-01	Rps10	ribosomal protein S10
1415897_a_at	1	6.46e-01	-4.87e-01	-6.758448	-2.19e-01	Mgst1	microsomal glutathione S-transferase 1
1453875_at	1	6.46e-01	-4.87e-01	-6.758461	-1.86e-01	Slc7a15	solute carrier family 7 (cationic amino acid transporter, y+ system), member 15
1459955_at	1	6.46e-01	-4.87e-01	-6.758495	-3.49e-01		
1447393_at	1	6.46e-01	4.87e-01	-6.758516	2.90e-01		
1433053_at	1	6.46e-01	4.87e-01	-6.758528	5.59e-01	Itgb2l	integrin beta 2-like
1451750_at	1	6.47e-01	-4.87e-01	-6.758562	-5.41e-02	Irak4	interleukin-1 receptor-associated kinase 4
1429985_at	1	6.47e-01	4.87e-01	-6.758567	4.95e-01	Cpeb1os1	cytoplasmic polyadenylation element binding protein 1, opposite strand 1
1446907_at	1	6.47e-01	4.87e-01	-6.758571	4.97e-01		
1425719_a_at	1	6.47e-01	4.87e-01	-6.758583	5.37e-02	Nmi	N-myc (and STAT) interactor
1457874_at	1	6.47e-01	4.86e-01	-6.758644	5.99e-01	Gm31336	predicted gene, 31336
1417716_at	1	6.47e-01	4.86e-01	-6.758734	5.09e-02	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial
AFFX-TrpnX-M_at	1	6.47e-01	-4.86e-01	-6.758779	-3.49e-01		
1429631_at	1	6.47e-01	-4.86e-01	-6.758803	-4.37e-02	Sirt6	sirtuin 6
1445466_at	1	6.47e-01	4.86e-01	-6.75885	5.45e-01	Map6d1	MAP6 domain containing 1
1446632_at	1	6.47e-01	4.86e-01	-6.758861	2.02e-01		
1455206_at	1	6.47e-01	-4.86e-01	-6.758919	-4.28e-02	Rps6ka3	ribosomal protein S6 kinase polypeptide 3
1428210_s_at	1	6.47e-01	-4.86e-01	-6.758926	-5.99e-02	Chuk	conserved helix-loop-helix ubiquitous kinase
1425969_a_at	1	6.47e-01	4.86e-01	-6.758931	8.30e-02	Htt	huntingtin
1430391_a_at	1	6.47e-01	4.86e-01	-6.758946	1.26e-01	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
1448960_at	1	6.47e-01	-4.86e-01	-6.758955	-4.24e-02	Cxxc5	CXXC finger 5
1416982_at	1	6.47e-01	4.86e-01	-6.758987	6.70e-02	Foxo1	forkhead box O1
1418492_at	1	6.47e-01	-4.86e-01	-6.759018	-2.42e-01	Grem2	gremlin 2, DAN family BMP antagonist
1426823_s_at	1	6.47e-01	4.86e-01	-6.759104	5.11e-02	Psme4	proteasome (prosome, macropain) activator subunit 4
1441254_at	1	6.47e-01	4.86e-01	-6.759124	4.59e-01	Pard3b	par-3 family cell polarity regulator beta
1446635_at	1	6.47e-01	4.86e-01	-6.759145	1.53e-01	D13Ertd476e	DNA segment, Chr 13, ERATO Doi 476, expressed
1453494_at	1	6.47e-01	4.85e-01	-6.759183	2.83e-01	4921513H07Rik	RIKEN cDNA 4921513H07 gene
1449433_at	1	6.47e-01	-4.85e-01	-6.759188	-1.86e-01	P2rx5	purinergic receptor P2X, ligand-gated ion channel, 5
1421372_at	1	6.47e-01	-4.85e-01	-6.759294	-4.11e-01	Klk1b4	kallikrein 1-related pepidase b4
1441908_x_at	1	6.47e-01	-4.85e-01	-6.759318	-8.31e-01	Cd93	CD93 antigen
1425900_at	1	6.47e-01	4.85e-01	-6.759334	3.13e-01	Hkdc1	hexokinase domain containing 1
1444313_at	1	6.48e-01	-4.85e-01	-6.75938	-1.73e-01		
1424250_a_at	1	6.48e-01	-4.85e-01	-6.759381	-6.11e-02	Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3
1451905_a_at	1	6.48e-01	4.85e-01	-6.759387	1.15e-01	Mx1	MX dynamin-like GTPase 1
1444842_at	1	6.48e-01	4.85e-01	-6.759396	1.32e-01	Kdm5a	lysine (K)-specific demethylase 5A
1430243_at	1	6.48e-01	-4.85e-01	-6.759425	-4.15e-01	Prox2	prospero homeobox 2
1429515_at	1	6.48e-01	4.85e-01	-6.75945	6.18e-02	Ubr2	ubiquitin protein ligase E3 component n-recognin 2
1439137_at	1	6.48e-01	-4.85e-01	-6.759466	-1.15e-01	Slc4a9	solute carrier family 4, sodium bicarbonate cotransporter, member 9
1454325_at	1	6.48e-01	4.85e-01	-6.759506	6.42e-01	4930487N04Rik	RIKEN cDNA 4930487N04 gene
1441140_at	1	6.48e-01	4.85e-01	-6.759529	1.34e-01		
1420994_at	1	6.48e-01	-4.85e-01	-6.759575	-1.63e-01	B3gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
1433067_at	1	6.48e-01	4.85e-01	-6.759597	1.08e-01	6330582A15Rik	RIKEN cDNA 6330582A15 gene
1431580_at	1	6.48e-01	4.85e-01	-6.759605	2.74e-01	4833421K07Rik	RIKEN cDNA 4833421K07 gene
1453624_at	1	6.48e-01	4.85e-01	-6.759649	8.67e-02	Trim6	tripartite motif-containing 6
1436274_at	1	6.48e-01	4.84e-01	-6.759711	2.83e-01	Mrap2	melanocortin 2 receptor accessory protein 2
1432224_at	1	6.48e-01	4.84e-01	-6.759814	5.38e-01	4831407H17Rik	RIKEN cDNA 4831407H17 gene
1425823_at	1	6.48e-01	4.84e-01	-6.759831	2.73e-01	Cfhr2	complement factor H-related 2
1455317_at	1	6.48e-01	4.84e-01	-6.759935	4.27e-02	Epc2	enhancer of polycomb homolog 2 (Drosophila)
1453340_at	1	6.48e-01	-4.84e-01	-6.759938	-5.07e-01	1700057D03Rik	RIKEN cDNA 1700057D03 gene
1433521_at	1	6.48e-01	-4.84e-01	-6.759966	-4.16e-02	Ankrd13c	ankyrin repeat domain 13c
1419753_at	1	6.48e-01	4.84e-01	-6.759968	6.23e-02	Nfx1	nuclear transcription factor, X-box binding 1
1428124_at	1	6.48e-01	-4.84e-01	-6.759977	-5.00e-02	Gtf2e1	general transcription factor II E, polypeptide 1 (alpha subunit)
1458209_at	1	6.48e-01	4.84e-01	-6.759977	3.58e-01	Kndc1	kinase non-catalytic C-lobe domain (KIND) containing 1
1439062_at	1	6.48e-01	-4.84e-01	-6.76001	-7.21e-02	Kbtbd3	kelch repeat and BTB (POZ) domain containing 3
1422198_a_at	1	6.48e-01	4.84e-01	-6.760045	4.78e-01	Shmt1	serine hydroxymethyltransferase 1 (soluble)
1448488_at	1	6.48e-01	4.84e-01	-6.760057	9.01e-02	Mrps5	mitochondrial ribosomal protein S5
1451194_at	1	6.48e-01	-4.84e-01	-6.760068	-5.83e-01	Aldob	aldolase B, fructose-bisphosphate
1418142_at	1	6.48e-01	-4.84e-01	-6.760114	-9.94e-02	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8
1457450_at	1	6.48e-01	-4.84e-01	-6.760121	-2.99e-01	Sarm1	sterile alpha and HEAT/Armadillo motif containing 1
1447074_at	1	6.48e-01	4.84e-01	-6.760127	5.04e-01		
1430507_at	1	6.48e-01	-4.84e-01	-6.760136	-1.93e-01	1700027J07Rik	RIKEN cDNA 1700027J07 gene
1445386_at	1	6.49e-01	4.84e-01	-6.760208	6.95e-01		
1456649_at	1	6.49e-01	4.84e-01	-6.760227	6.33e-02		
1456373_x_at	1	6.49e-01	-4.84e-01	-6.760233	-4.34e-02	Rps20	ribosomal protein S20
1442356_at	1	6.49e-01	-4.83e-01	-6.76025	-7.55e-02	Mga	MAX gene associated
1434069_at	1	6.49e-01	-4.83e-01	-6.760293	-1.11e-01	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
1418584_at	1	6.49e-01	-4.83e-01	-6.760298	-4.13e-02	Ccnh	cyclin H
1422344_s_at	1	6.49e-01	-4.83e-01	-6.760311	-1.71e-01	Tnfrsf10b	tumor necrosis factor receptor superfamily, member 10b
1429942_at	1	6.49e-01	4.83e-01	-6.760327	6.42e-02	Gmeb1	glucocorticoid modulatory element binding protein 1
1437967_at	1	6.49e-01	-4.83e-01	-6.760334	-1.58e-01	Ccdc141	coiled-coil domain containing 141
1433133_at	1	6.49e-01	4.83e-01	-6.760338	2.27e-01	Edaradd	EDAR (ectodysplasin-A receptor)-associated death domain
1450949_at	1	6.49e-01	4.83e-01	-6.760342	4.84e-02	Katna1	katanin p60 (ATPase-containing) subunit A1
1460433_at	1	6.49e-01	-4.83e-01	-6.760359	-6.98e-02	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6
1422825_at	1	6.49e-01	4.83e-01	-6.760378	6.98e-01	Cartpt	CART prepropeptide
1436408_at	1	6.49e-01	-4.83e-01	-6.760432	-6.31e-01	Rprml	reprimo-like
1419585_at	1	6.49e-01	-4.83e-01	-6.760464	-5.78e-02	Rp2	retinitis pigmentosa 2 homolog
1456492_at	1	6.49e-01	-4.83e-01	-6.760466	-1.11e-01	Mau2	MAU2 sister chromatid cohesion factor
1443176_at	1	6.49e-01	4.83e-01	-6.760501	1.08e-01	Sfmbt2	Scm-like with four mbt domains 2
1454266_at	1	6.49e-01	4.83e-01	-6.760527	1.27e-01	Cldnd2	claudin domain containing 2
